Date;Day;Month;Year;Customer_Age;Age_Group;Customer_Gender;Country;State;Product_Category;Sub_Category;Product;Order_Quantity;Unit_Cost;Unit_Price;Profit;Cost;Revenue;Size;Color;Material;Warranty;Manufacturer;Rating;Shipping_Weight;Delivery_Time;Discount;Eco_Friendly;Shipping_Cost;Shipping_Company;Shipping_Type;Insurance;Return_Policy
29-05-2013;29;May;2013;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;30;4;10;117;120;237;Extra Large;Blue;Aluminum;1 Year;Manufacturer D;3;12.43;8;6;False;69.91;GLS;Standard;None;No Return
29-05-2020;29;May;2020;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;28;4;10;109;112;221;Large;Red;Steel;3 Years;Manufacturer C;2;1.68;6;15;False;12.23;GLS;Standard;None;No Return
28-07-2021;28;July;2021;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;15;4;10;59;60;119;Extra Large;Black;Steel;3 Years;Manufacturer C;2;10.12;9;1;True;85.86;Posti;Express;None;No Return
28-07-2021;28;July;2021;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;23;4;10;90;92;182;Medium;White;Steel;1 Year;Manufacturer C;3;10.95;1;6;True;52.04;Posti;Express;Premium;30 Days
28-07-2021;28;July;2021;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;14;4;10;55;56;111;Medium;Green;Steel;Lifetime;Manufacturer D;4;4.48;7;29;True;50.66;Posti;Standard;Premium;30 Days
28-07-2017;28;July;2017;37;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Mountain Bottle Cage;23;4;10;90;92;182;Small;Black;Carbon Fiber;1 Year;Manufacturer D;4;14.64;3;2;True;61.28;Posti;Express;Premium;60 Days
29-07-2014;29;July;2014;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;6;6;12;Small;Green;Aluminum;1 Year;Manufacturer B;5;10.92;8;22;True;83.34;GLS;Next Day;Basic;30 Days
29-07-2015;29;July;2015;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;31;32;63;Extra Large;White;Aluminum;2 Years;Manufacturer A;5;13.8;2;4;False;38.04;DHL;Standard;Premium;7 Days
29-07-2015;29;July;2015;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;2;2;4;Extra Large;Blue;Aluminum;Lifetime;Manufacturer D;1;10.56;2;19;True;69.41;FedEx;Standard;Basic;No Return
29-07-2015;29;July;2015;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;31;32;63;Large;Red;Aluminum;3 Years;Manufacturer B;2;2.39;7;20;True;58.74;UPS;Standard;None;No Return
26-11-2022;26;November;2022;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;27;2;5;53;54;107;Medium;Black;Steel;Lifetime;Manufacturer B;5;4.26;2;4;True;30.37;Posti;Next Day;Premium;30 Days
26-11-2018;26;November;2018;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;21;22;43;Medium;Blue;Steel;Lifetime;Manufacturer D;4;6.64;1;15;True;88.47;FedEx;Same Day;Basic;No Return
26-11-2016;26;November;2016;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;47;48;95;Small;Red;Aluminum;Lifetime;Manufacturer C;3;6.72;1;5;True;80.76;FedEx;Same Day;None;No Return
26-11-2019;26;November;2019;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;21;22;43;Large;White;Plastic;2 Years;Manufacturer B;4;9.86;6;6;True;67.55;DHL;Same Day;None;30 Days
04-05-2021;4;May;2021;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;31;32;63;Small;Green;Steel;3 Years;Manufacturer B;2;8.9;6;16;True;85.81;DHL;Next Day;None;30 Days
04-05-2021;4;May;2021;40;Adults (35-64);M;Australia;Victoria;Accessories;Bottles and Cages;Water Bottle - 30 oz.;18;2;5;35;36;71;Medium;Red;Plastic;2 Years;Manufacturer A;4;1.74;2;20;True;87.39;GLS;Standard;Premium;60 Days
16-07-2019;16;July;2019;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;25;26;51;Small;Black;Plastic;2 Years;Manufacturer A;1;12.69;9;4;False;72.29;FedEx;Next Day;Basic;7 Days
16-07-2023;16;July;2023;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;48;50;98;Large;Red;Aluminum;3 Years;Manufacturer C;2;12.87;6;21;True;84.52;GLS;Express;Premium;7 Days
16-07-2015;16;July;2015;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;29;30;59;Extra Large;Blue;Carbon Fiber;3 Years;Manufacturer A;3;12.84;3;27;False;71.26;GLS;Same Day;None;60 Days
16-07-2015;16;July;2015;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;46;48;94;Large;Blue;Steel;Lifetime;Manufacturer A;1;3.69;9;21;False;69.61;FedEx;Standard;Premium;60 Days
06-09-2019;6;September;2019;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;19;20;39;Small;Black;Steel;2 Years;Manufacturer C;2;5.12;1;14;False;63.77;DHL;Express;Basic;No Return
06-09-2018;6;September;2018;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;21;22;43;Extra Large;Green;Carbon Fiber;Lifetime;Manufacturer C;3;11.17;1;4;True;76.51;GLS;Same Day;None;7 Days
22-10-2013;22;October;2013;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;40;42;82;Small;Blue;Aluminum;Lifetime;Manufacturer A;1;6.38;3;2;True;20.07;Posti;Next Day;Premium;7 Days
22-10-2015;22;October;2015;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;4;2;5;8;8;16;Extra Large;Black;Steel;1 Year;Manufacturer A;1;6.99;2;24;True;88.68;DHL;Same Day;None;No Return
22-10-2020;22;October;2020;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;36;38;74;Extra Large;Black;Plastic;3 Years;Manufacturer B;2;9.15;4;28;True;87.83;UPS;Express;None;30 Days
22-10-2021;22;October;2021;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;2;2;4;Large;Red;Plastic;2 Years;Manufacturer C;5;0.98;6;17;False;7.78;GLS;Standard;Premium;No Return
13-02-2019;13;February;2019;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;24;2;5;46;48;94;Medium;Green;Aluminum;Lifetime;Manufacturer B;1;0.94;4;16;False;83.45;FedEx;Express;Premium;30 Days
13-02-2018;13;February;2018;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;48;50;98;Medium;Blue;Plastic;3 Years;Manufacturer C;1;1.37;7;26;False;17.24;Posti;Same Day;Premium;No Return
07-07-2013;7;July;2013;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;32;34;66;Medium;Blue;Aluminum;3 Years;Manufacturer A;3;3.73;9;18;False;36.84;GLS;Next Day;None;7 Days
07-07-2018;7;July;2018;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;36;38;74;Large;Red;Aluminum;3 Years;Manufacturer A;4;14.73;1;9;False;75.63;DHL;Express;None;60 Days
08-07-2016;8;July;2016;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;40;42;82;Medium;Green;Carbon Fiber;2 Years;Manufacturer C;2;1.92;6;22;True;20.27;DHL;Express;Basic;30 Days
08-07-2017;8;July;2017;22;Youth (<25);F;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;22;2;5;42;44;86;Extra Large;Red;Plastic;3 Years;Manufacturer B;2;13.32;8;17;False;82.71;FedEx;Next Day;Premium;30 Days
29-07-2016;29;July;2016;18;Youth (<25);F;United States;Oregon;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;53;46;99;Small;Red;Carbon Fiber;3 Years;Manufacturer C;5;2.24;4;9;False;84.05;FedEx;Standard;Premium;30 Days
29-07-2023;29;July;2023;18;Youth (<25);F;United States;Oregon;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;7;6;13;Small;White;Steel;Lifetime;Manufacturer D;5;11.18;1;1;True;53.21;Posti;Express;Basic;30 Days
29-07-2020;29;July;2020;18;Youth (<25);F;United States;Oregon;Accessories;Bottles and Cages;Water Bottle - 30 oz.;22;2;5;51;44;95;Extra Large;Green;Carbon Fiber;2 Years;Manufacturer D;2;9.73;8;19;True;5.61;UPS;Next Day;None;7 Days
29-07-2018;29;July;2018;18;Youth (<25);F;United States;Oregon;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;12;10;22;Extra Large;Black;Steel;3 Years;Manufacturer D;5;11.06;8;2;False;32.27;UPS;Next Day;Basic;60 Days
27-11-2015;27;November;2015;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;8;3;9;31;24;55;Medium;Black;Steel;2 Years;Manufacturer C;3;1.76;4;10;False;63.61;DHL;Next Day;Premium;30 Days
27-11-2014;27;November;2014;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;9;3;9;35;27;62;Large;White;Carbon Fiber;Lifetime;Manufacturer C;2;11.4;5;18;False;98.21;DHL;Next Day;Basic;60 Days
18-01-2017;18;January;2017;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;23;3;9;88;69;157;Extra Large;Black;Plastic;1 Year;Manufacturer B;5;5.24;8;19;True;65.02;DHL;Standard;None;No Return
18-01-2023;18;January;2023;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;28;3;9;108;84;192;Large;Green;Steel;3 Years;Manufacturer A;2;4.15;1;12;False;29.68;DHL;Express;None;60 Days
18-01-2017;18;January;2017;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;24;3;9;92;72;164;Large;Black;Steel;Lifetime;Manufacturer B;4;9.56;3;11;True;65.23;Posti;Same Day;Basic;7 Days
18-01-2016;18;January;2016;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;25;3;9;96;75;171;Extra Large;White;Plastic;3 Years;Manufacturer C;1;1.96;6;16;False;56.3;Posti;Express;Premium;7 Days
21-05-2016;21;May;2016;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;4;3;9;15;12;27;Medium;Black;Carbon Fiber;2 Years;Manufacturer C;2;4.0;4;0;True;79.09;FedEx;Next Day;Basic;7 Days
21-05-2018;21;May;2018;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;10;3;9;38;30;68;Medium;White;Carbon Fiber;3 Years;Manufacturer D;1;8.52;4;11;False;15.16;GLS;Same Day;Basic;30 Days
21-05-2017;21;May;2017;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;4;3;9;15;12;27;Medium;Red;Steel;Lifetime;Manufacturer B;5;11.81;1;26;False;77.3;DHL;Standard;Basic;30 Days
21-05-2015;21;May;2015;40;Adults (35-64);M;France;Yveline;Accessories;Bottles and Cages;Road Bottle Cage;11;3;9;42;33;75;Large;Black;Plastic;3 Years;Manufacturer D;1;13.1;9;1;False;56.42;GLS;Express;None;60 Days
01-07-2018;1;July;2018;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;5;3;9;27;15;42;Extra Large;Red;Steel;1 Year;Manufacturer A;2;6.68;6;18;False;96.48;UPS;Same Day;Premium;30 Days
01-07-2018;1;July;2018;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;28;3;9;150;84;234;Medium;Black;Aluminum;Lifetime;Manufacturer B;4;14.65;2;11;True;37.48;FedEx;Same Day;Basic;7 Days
01-07-2016;1;July;2016;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;6;3;9;32;18;50;Large;White;Carbon Fiber;Lifetime;Manufacturer D;5;11.72;5;2;False;65.1;Posti;Standard;Basic;60 Days
01-07-2015;1;July;2015;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;28;3;9;150;84;234;Large;Red;Carbon Fiber;1 Year;Manufacturer D;2;6.34;4;17;False;93.54;FedEx;Standard;Basic;No Return
13-06-2018;13;June;2018;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;6;3;9;32;18;50;Extra Large;Blue;Steel;1 Year;Manufacturer A;5;6.18;7;0;False;14.74;FedEx;Next Day;Basic;No Return
13-06-2021;13;June;2021;41;Adults (35-64);M;Germany;Hessen;Accessories;Bottles and Cages;Road Bottle Cage;6;3;9;32;18;50;Extra Large;Red;Steel;1 Year;Manufacturer C;3;6.88;3;18;False;94.04;FedEx;Same Day;Basic;30 Days
28-09-2019;28;September;2019;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;34;32;66;Medium;Red;Plastic;1 Year;Manufacturer D;1;11.33;3;18;False;70.35;UPS;Next Day;None;7 Days
28-09-2021;28;September;2021;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;53;50;103;Medium;Red;Plastic;1 Year;Manufacturer B;3;5.14;8;12;False;11.44;Posti;Express;Basic;60 Days
28-09-2014;28;September;2014;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;17;2;5;36;34;70;Large;White;Carbon Fiber;3 Years;Manufacturer B;2;1.98;8;29;False;33.59;UPS;Express;None;7 Days
28-09-2016;28;September;2016;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;53;50;103;Small;Red;Aluminum;3 Years;Manufacturer A;4;8.66;7;23;True;72.28;GLS;Standard;Premium;30 Days
15-01-2018;15;January;2018;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;32;30;62;Small;Green;Carbon Fiber;2 Years;Manufacturer B;5;9.44;5;25;False;11.4;FedEx;Express;Basic;No Return
15-01-2018;15;January;2018;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;29;28;57;Medium;Blue;Carbon Fiber;2 Years;Manufacturer C;1;14.13;1;24;True;60.31;GLS;Next Day;None;30 Days
15-01-2013;15;January;2013;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;29;28;57;Medium;Green;Carbon Fiber;1 Year;Manufacturer A;5;2.45;1;26;False;37.86;GLS;Express;None;60 Days
15-01-2018;15;January;2018;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;29;28;57;Small;White;Carbon Fiber;Lifetime;Manufacturer C;2;8.23;3;10;False;63.99;UPS;Same Day;None;30 Days
24-04-2021;24;April;2021;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;9;2;5;19;18;37;Small;Black;Carbon Fiber;Lifetime;Manufacturer C;5;3.64;8;22;False;9.35;GLS;Next Day;Basic;7 Days
24-04-2017;24;April;2017;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;2;2;4;Small;Red;Plastic;1 Year;Manufacturer D;1;11.47;4;14;False;87.8;DHL;Next Day;Basic;30 Days
24-04-2023;24;April;2023;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;10;2;5;21;20;41;Medium;Blue;Steel;2 Years;Manufacturer B;2;5.63;4;28;True;97.48;Posti;Same Day;Basic;60 Days
24-04-2013;24;April;2013;42;Adults (35-64);M;France;Seine Saint Denis;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;6;6;12;Large;Red;Carbon Fiber;Lifetime;Manufacturer A;5;9.75;6;22;False;97.04;FedEx;Express;None;60 Days
05-07-2020;5;July;2020;42;Adults (35-64);F;Germany;Saarland;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;44;42;86;Medium;Black;Aluminum;1 Year;Manufacturer C;4;3.0;4;8;False;76.22;DHL;Standard;None;60 Days
05-07-2019;5;July;2019;42;Adults (35-64);F;Germany;Saarland;Accessories;Bottles and Cages;Water Bottle - 30 oz.;11;2;5;23;22;45;Medium;Green;Carbon Fiber;2 Years;Manufacturer D;2;8.93;5;9;True;17.36;GLS;Standard;None;7 Days
05-07-2020;5;July;2020;42;Adults (35-64);F;Germany;Saarland;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;48;46;94;Medium;Red;Plastic;2 Years;Manufacturer A;2;0.72;2;24;False;77.04;Posti;Same Day;Basic;7 Days
05-07-2022;5;July;2022;42;Adults (35-64);F;Germany;Saarland;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;27;26;53;Extra Large;White;Steel;Lifetime;Manufacturer A;4;12.69;3;9;True;7.34;DHL;Same Day;Basic;30 Days
20-04-2018;20;April;2018;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;27;4;10;159;108;267;Extra Large;Green;Aluminum;2 Years;Manufacturer B;3;9.06;1;4;False;7.1;UPS;Same Day;Basic;7 Days
20-04-2019;20;April;2019;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;27;4;10;159;108;267;Small;Green;Carbon Fiber;Lifetime;Manufacturer C;1;3.7;5;0;False;35.74;GLS;Standard;None;30 Days
20-04-2014;20;April;2014;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;27;4;10;159;108;267;Large;Blue;Carbon Fiber;Lifetime;Manufacturer B;3;5.35;8;26;False;51.42;DHL;Next Day;Basic;60 Days
20-04-2022;20;April;2022;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;24;4;10;142;96;238;Large;Black;Plastic;Lifetime;Manufacturer B;5;2.67;8;24;False;78.19;FedEx;Standard;Premium;No Return
27-06-2020;27;June;2020;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;18;4;10;106;72;178;Medium;White;Steel;3 Years;Manufacturer D;4;10.26;3;7;True;69.91;GLS;Next Day;Premium;60 Days
27-06-2022;27;June;2022;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;20;4;10;118;80;198;Medium;White;Steel;2 Years;Manufacturer C;3;5.93;3;21;True;47.36;Posti;Express;None;No Return
09-07-2013;9;July;2013;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;23;4;10;136;92;228;Small;Black;Plastic;2 Years;Manufacturer B;2;14.34;8;7;False;30.99;Posti;Express;Basic;30 Days
09-07-2015;9;July;2015;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;6;4;10;35;24;59;Medium;Red;Steel;3 Years;Manufacturer A;5;13.47;8;21;True;99.73;DHL;Express;None;No Return
09-07-2023;9;July;2023;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;24;4;10;142;96;238;Small;Blue;Aluminum;3 Years;Manufacturer C;5;12.31;7;22;False;45.49;GLS;Express;Premium;60 Days
09-07-2016;9;July;2016;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;3;4;10;18;12;30;Medium;Blue;Aluminum;2 Years;Manufacturer C;3;4.34;5;8;False;47.88;Posti;Express;Basic;60 Days
26-07-2019;26;July;2019;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;20;4;10;118;80;198;Extra Large;Green;Aluminum;1 Year;Manufacturer C;3;4.73;4;9;True;20.54;Posti;Express;Basic;30 Days
26-07-2019;26;July;2019;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;20;4;10;118;80;198;Small;White;Aluminum;3 Years;Manufacturer D;4;6.43;9;7;False;80.51;UPS;Next Day;Basic;30 Days
26-07-2020;26;July;2020;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;20;4;10;118;80;198;Medium;Green;Steel;3 Years;Manufacturer A;1;13.82;8;18;False;70.9;UPS;Standard;Basic;60 Days
26-07-2014;26;July;2014;65;Seniors (64+);M;Canada;British Columbia;Accessories;Bottles and Cages;Mountain Bottle Cage;18;4;10;106;72;178;Small;Red;Carbon Fiber;2 Years;Manufacturer B;3;7.37;6;14;False;25.97;GLS;Standard;None;7 Days
26-05-2017;26;May;2017;64;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;40;42;82;Extra Large;White;Aluminum;3 Years;Manufacturer B;3;1.89;4;21;True;12.83;Posti;Next Day;Basic;30 Days
26-05-2022;26;May;2022;64;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;29;30;59;Small;Blue;Steel;Lifetime;Manufacturer A;2;3.88;7;5;False;69.65;FedEx;Express;Basic;7 Days
26-05-2018;26;May;2018;64;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;23;2;5;44;46;90;Extra Large;Green;Plastic;Lifetime;Manufacturer B;5;1.19;7;12;False;67.18;Posti;Same Day;None;60 Days
26-05-2014;26;May;2014;64;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;14;2;5;27;28;55;Small;Green;Carbon Fiber;2 Years;Manufacturer A;1;1.33;8;26;True;30.96;FedEx;Same Day;Basic;7 Days
04-08-2016;4;August;2016;58;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;6;6;12;Medium;Green;Aluminum;3 Years;Manufacturer C;2;13.88;3;2;False;95.33;Posti;Same Day;Premium;30 Days
04-08-2019;4;August;2019;58;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;28;2;5;53;56;109;Small;Black;Carbon Fiber;3 Years;Manufacturer B;4;9.45;9;23;False;19.35;DHL;Express;Premium;30 Days
04-08-2017;4;August;2017;58;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;5;2;5;10;10;20;Medium;Green;Steel;2 Years;Manufacturer B;4;1.97;3;1;False;46.07;DHL;Standard;Premium;60 Days
04-08-2013;4;August;2013;58;Adults (35-64);M;United States;Washington;Accessories;Bottles and Cages;Water Bottle - 30 oz.;25;2;5;48;50;98;Small;Black;Carbon Fiber;Lifetime;Manufacturer B;3;8.96;6;27;False;94.64;GLS;Next Day;Basic;No Return
11-08-2013;11;August;2013;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;30;2;5;89;60;149;Small;Green;Carbon Fiber;3 Years;Manufacturer C;3;14.58;8;10;True;44.87;Posti;Express;Premium;60 Days
11-08-2017;11;August;2017;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;29;2;5;86;58;144;Large;White;Plastic;Lifetime;Manufacturer A;4;0.72;4;21;False;65.66;GLS;Same Day;None;No Return
07-09-2023;7;September;2023;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;21;2;5;62;42;104;Small;White;Steel;Lifetime;Manufacturer A;3;11.3;9;23;False;42.77;UPS;Express;None;30 Days
07-09-2016;7;September;2016;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;19;2;5;56;38;94;Large;Red;Carbon Fiber;3 Years;Manufacturer D;1;3.06;5;28;True;31.05;GLS;Standard;Basic;30 Days
02-10-2016;2;October;2016;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;47;32;79;Small;Blue;Steel;Lifetime;Manufacturer C;3;5.97;4;3;False;98.48;Posti;Same Day;Premium;60 Days
02-10-2014;2;October;2014;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;2;2;5;6;4;10;Large;Blue;Aluminum;3 Years;Manufacturer B;5;2.15;1;10;False;43.89;Posti;Standard;Premium;30 Days
02-10-2021;2;October;2021;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;13;2;5;38;26;64;Large;Black;Aluminum;2 Years;Manufacturer D;3;0.59;8;6;True;89.94;GLS;Standard;None;30 Days
02-10-2017;2;October;2017;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Green;Steel;3 Years;Manufacturer C;2;1.96;2;20;True;26.85;UPS;Next Day;None;30 Days
29-11-2021;29;November;2021;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;16;2;5;47;32;79;Medium;Black;Aluminum;3 Years;Manufacturer D;1;8.81;9;8;False;25.24;DHL;Standard;None;No Return
29-11-2018;29;November;2018;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;1;2;5;3;2;5;Medium;Black;Aluminum;1 Year;Manufacturer B;2;13.57;8;10;False;7.96;FedEx;Same Day;Premium;7 Days
29-11-2013;29;November;2013;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;15;2;5;44;30;74;Small;Black;Plastic;2 Years;Manufacturer A;2;0.81;6;13;False;66.91;DHL;Express;None;30 Days
29-11-2014;29;November;2014;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;3;2;5;9;6;15;Medium;Black;Aluminum;2 Years;Manufacturer A;5;1.41;4;9;False;40.01;Posti;Express;None;7 Days
01-05-2018;1;May;2018;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;7;2;5;21;14;35;Extra Large;White;Carbon Fiber;1 Year;Manufacturer B;1;2.86;9;28;False;87.11;FedEx;Next Day;None;7 Days
01-05-2019;1;May;2019;29;Young Adults (25-34);F;Canada;British Columbia;Accessories;Bottles and Cages;Water Bottle - 30 oz.;9;2;5;27;18;45;Extra Large;Blue;Steel;1 Year;Manufacturer C;1;14.61;7;24;True;49.95;UPS;Standard;None;No Return
